@relation 'phishing-weka.filters.unsupervised.attribute.RenameNominalValues-Rfirst-last-N-1:Phishing,0:Suspicious,1:Legitimate'

@attribute having_IP_Address {Phishing,Legitimate}
@attribute URL_Length {Legitimate,Suspicious,Phishing}
@attribute Shortining_Service {Legitimate,Phishing}
@attribute having_At_Symbol {Legitimate,Phishing}
@attribute double_slash_redirecting {Phishing,Legitimate}
@attribute Prefix_Suffix {Phishing,Legitimate}
@attribute having_Sub_Domain {Phishing,Suspicious,Legitimate}
@attribute SSLfinal_State {Phishing,Legitimate,Suspicious}
@attribute Domain_registeration_length {Phishing,Legitimate}
@attribute Favicon {Legitimate,Phishing}
@attribute port {Legitimate,Phishing}
@attribute HTTPS_token {Phishing,Legitimate}
@attribute Request_URL {Legitimate,Phishing}
@attribute URL_of_Anchor {Phishing,Suspicious,Legitimate}
@attribute Links_in_tags {Legitimate,Phishing,Suspicious}
@attribute SFH {Phishing,Legitimate,Suspicious}
@attribute Submitting_to_email {Phishing,Legitimate}
@attribute Abnormal_URL {Phishing,Legitimate}
@attribute Redirect {Suspicious,Legitimate}
@attribute on_mouseover {Legitimate,Phishing}
@attribute RightClick {Legitimate,Phishing}
@attribute popUpWidnow {Legitimate,Phishing}
@attribute Iframe {Legitimate,Phishing}
@attribute age_of_domain {Phishing,Legitimate}
@attribute DNSRecord {Phishing,Legitimate}
@attribute web_traffic {Phishing,Suspicious,Legitimate}
@attribute Page_Rank {Phishing,Legitimate}
@attribute Google_Index {Legitimate,Phishing}
@attribute Links_pointing_to_page {Legitimate,Suspicious,Phishing}
@attribute Statistical_report {Phishing,Legitimate}
@attribute Result {Phishing,Legitimate}

@data
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Phishing,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Legitimate,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Suspicious,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Suspicious,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Suspicious,Phishing,Legitimate,Suspicious,Legitimate,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Suspicious,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Suspicious,Phishing,Legitimate,Suspicious,Legitimate,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Legitimate,Suspicious,Legitimate,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Suspicious,Legitimate,Phishing
Phishing,Phishing,Phishing,Legitimate,Phishing,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Suspicious,Suspicious,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate
Phishing,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Suspicious,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,Suspicious,Phishing,Legitimate,Legitimate,Phishing,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Phishing,Phishing,Phishing,Legitimate,Phishing,Phishing,Suspicious,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Phishing,Phishing,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate
Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Suspicious,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Legitimate,Suspicious,Legitimate,Phishing
Phishing,Legitimate,Phishing,Legitimate,Phishing,Phishing,Suspicious,Phishing,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,Legitimate,Suspicious,Phishing,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Suspicious,Phishing,Phishing,Suspicious,Legitimate,Phishing
Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate
Phishing,Phishing,Phishing,Legitimate,Phishing,Phishing,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,Legitimate,Legitimate,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,Phishing,Legitimate,Legitimate,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Suspicious,Legitimate,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Phishing,Suspicious,Legitimate,Phishing
Phishing,Legitimate,Phishing,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Suspicious,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Suspicious,Phishing,Phishing,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate
Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Suspicious,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Legitimate,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate
Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,Phishing,Phishing,Legitimate,Suspicious,Legitimate,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Suspicious,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,Legitimate,Suspicious,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Suspicious,Legitimate,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Legitimate,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Phishing,Phishing,Legitimate,Suspicious,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Suspicious,Phishing,Phishing,Legitimate,Legitimate,Phishing
Legitimate,Phishing,Legitimate,Phishing,Legitimate,Phishing,Suspicious,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Phishing,Phishing,Legitimate,Phishing,Suspicious,Suspicious,Phishing,Phishing,Legitimate,Suspicious,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,Phishing,Suspicious,Legitimate,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Suspicious,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Legitimate,Suspicious,Legitimate,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate
Phishing,Phishing,Phishing,Legitimate,Phishing,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate
Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Suspicious,Suspicious,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Suspicious,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Suspicious,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Phishing,Phishing,Phishing,Legitimate,Phishing,Phishing,Phishing,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,Suspicious,Phishing,Legitimate,Legitimate,Phishing,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,Legitimate,Suspicious,Legitimate,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Phishing,Legitimate,Phishing,Phishing,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Phishing
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Suspicious,Legitimate,Phishing
Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Suspicious,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate
Phishing,Phishing,Phishing,Legitimate,Phishing,Phishing,Suspicious,Suspicious,Legitimate,Phishing,Phishing,Phishing,Phishing,Phishing,Legitimate,Phishing,Phishing,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Phishing,Phishing,Legitimate,Legitimate,Phishing,Phishing
Phishing,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Suspicious,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Phishing,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Suspicious,Suspicious,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Phishing,Legitimate,Legitimate,Legitimate,Legitimate
Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Phishing,Suspicious,Legitimate,Phishing,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Suspicious,Legitimate,Legitimate,Legitimate,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Legitimate,Suspicious,Legitimate,Legitimate
